ID,Drone,Day,Mo,Year,City_original,State,Country,Location.new,Geocluster,Latitude,Longitude,Collector,Varroa,Other_obs,Weather,Beekeeper,ABPV,AM,AR,BQCV,CBPV,DWV,IAPV,KBV,LSV,SBPV,SV,VDV1,VDV2,VDV3,VO1,VTV,Afr.Extent,V.arrival
7280,,29,8,1992,VICTORIA-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.5 KG. NO HAY ZANGANOS. MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,0,9.55694,0,0,0,0,0,0,90.4431,0,0,0,0,0,0,0,71.0027951,0
7281,,29,8,1992,VICTORIA-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.35 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN,DESPEJADO,MEXICAN TRANSECT,0,0.266408,0,7.34983,0,0,0,0,7.0839,0,85.2999,0,0,0,0,0,71.27614712,0
7283,,29,8,1992,VICTORIA-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:2.45 KG. PRESENCIO DE ZANGANOS. MUCHO MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,0,0.289497,0,8.60519,82.7814,0,0,0,0,0,8.32395,0,0,0,0,0,81.72752728,0
7284,,29,8,1992,VICTORIA-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.85 KG. NO HAY ZANGANOS. HAY MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,4.51109,3.18428,0,5.02408,0,0,0,0,87.2805,0,0,0,0,0,0,0,79.67354312,0
7285,,30,9,1992,JUAM-VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,JHZM,NA,PESO:1.0 KG. NO HAY ZANGANOS. MUCHO MIEL NO HAY POLEN.,DESPEJADO CON FRIO,MEXICAN TRANSECT,0,1.64903,0,34.425,0,0,0,0,63.926,0,0,0,0,0,0,0,82.21853294,0
7286,,30,9,1992,JUAM-VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,JHZM,NA,PESO:0.95 KG. TIENE MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,0,0.0917251,0,92.2397,0,0,0,0.408702,7.25984,0,0,0,0,0,0,0,92.60368363,0
7287,,30,9,1992,JUAM-VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,JHZM,NA,PESO:0.650 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,0,0.523323,0,84.1964,0,0,0,0,15.2803,0,0,0,0,0,0,0,75.823213,0
7288,,30,9,1992,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.25 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,99.0644,0.935641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.69014657,0
7289,,30,9,1992,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.55 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,5.45948,0.304394,0,6.07998,0,0,0,0,17.5996,0,70.5566,0,0,0,0,0,43.35340116,0
7290,,30,9,1992,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:0.8 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.,DESPEJADO CON VIENTO,MEXICAN TRANSECT,0,0.750257,0,11.0124,0,9.26894,0,0,78.9684,0,0,0,0,0,0,0,40.97621845,0
7291,,30,9,1992,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.4 KG. PRESENCIO DE ZANGANOS. NO TIENE MIEL POCO POLEN.,DESPEJADO CON VIENTO,MEXICAN TRANSECT,0,0.0349486,0,20.9555,0,0,0,0,12.1355,0,66.874,0,0,0,0,0,67.21578732,0
7293_A,,1,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:1.35 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,0,0.864944,0,0,0,0,0,0,0,0,99.1351,0,0,0,0,0,86.71657259,0
7293_B,,1,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:1.35 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.,DESPEJADO,MEXICAN TRANSECT,0,4.47101,0,0,0,0,0,0,95.529,0,0,0,0,0,0,0,99.9999999,0
7294,,22,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:2.25 KG. PRESENCIO DE ZANGANOS. POCO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,0.285807,0,0,0,0,0,0,24.9201,0,74.794,0,0,0,0,0,88.96917624,0
7295,,22,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:1.7 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,99.9999999,0
7296,,22,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:1.5 KG. PRESENCIO DE ZANGANOS. THIENE MIEL Y POCO POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99.75158529,0
7297_A,,22,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:1 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,0.681835,0,0,99.3182,0,0,0,0,0,0,0,0,0,0,0,89.2480082,0
7297_B,,22,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:1 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,1.44E-05,0,0.00424097,0,0,0,0,99.9769,0,0.0188755,0,0,0,0,0,83.66751846,0
7298,,20,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:1.2 KG. NO HAY ZANGANOS. TIENE MIEL Y POCO POLEN.,NUBLADO,MEXICAN TRANSECT,0,1.29483,0,0,0,0,0,0,73.9075,0,24.7977,0,0,0,0,0,94.23303339,0
7299,,20,10,1992,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,JHZM,NA,PESO:1.05 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.,NUBLADO,MEXICAN TRANSECT,0,1.49113,0,0,0,65.905,0,0,32.6039,0,0,0,0,0,0,0,77.43699488,0
7301_A,,22,10,1992,VICT- SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.55 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.77710298,0
7301_B,,22,10,1992,VICT- SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.55 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,8.55001,0,0,0,0,0,0,91.45,0,0,0,0,0,0,0,77.80585,0
7302,,22,10,1992,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.15 KG. NO HAY ZANGANOS. MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,11.3149,0,0,0,0,0,0,88.6851,0,0,0,0,0,0,0,90.6185471,0
7303,,22,10,1992,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.7 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0,1.15692,0,0,0,0,0,0,98.8431,0,0,0,0,0,0,0,99.9999999,0
7309_A,,18,1,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR,JHZM",NA,SIN ZANGANO. MUCHOS PARALES. NO SE PESO.,NA,MEXICAN TRANSECT,0,4.19871,0,0,0,0,0,0,78.3717,0,17.4295,0,0,0,0,0,79.34987261,0
7310,,18,1,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR,JHZM",NA,PESO:1 KG. SIN ZANGANO. TORA 200 GRMS.,NA,MEXICAN TRANSECT,0,1.74441,0,83.23,0,0,0,0,15.0256,0,0,0,0,0,0,0,74.54138012,0
7311,,18,1,1993,SLM- PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR,JHZM,JMG",NA,PESO:1.3 KG. NO HAY ZANGANOS.,NA,MEXICAN TRANSECT,97.5961,0.0989074,0,0.842069,0,0.70704,0.755906,0,0,0,0,0,0,0,0,0,91.4695743,0
7312,,18,1,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR,JHZM,JMG",NA,PESO:600 GRMS.(200 TORA) SIN ZANGANO.,NA,MEXICAN TRANSECT,95.8236,0.0453886,0,2.98636,0.658698,0,0,0.485916,0,0,0,0,0,0,0,0,93.92455361,0
7313,,18,1,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR,JHZM",NA,PESO:900 GRMS. SIN ZANGANO.,NA,MEXICAN TRANSECT,78.0759,0.159947,0,3.8206,0,0,0,0,17.9435,0,0,0,0,0,0,0,92.21615999,0
7314_A,,18,1,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR,JHZM",NA,PESO:1.35 KG. SIN ZANGANO.,NA,MEXICAN TRANSECT,84.5935,0.0410844,0,3.66787,8.8357,0,1.09767,0,1.76413,0,0,0,0,0,0,0,95.76268373,0
7314_B,,18,1,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR,JHZM",NA,PESO:1.35 KG. SIN ZANGANO.,NA,MEXICAN TRANSECT,0.26387,0.00116925,0,0.086298,0,0,0.0155085,0,99.6332,0,0,0,0,0,0,0,94.24505583,0
7314_C,,18,1,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"WLR,JHZM",NA,PESO:1.35 KG. SIN ZANGANO.,NA,MEXICAN TRANSECT,16.4958,0.704557,0,2.8276,0,0,0,0,79.9721,0,0,0,0,0,0,0,91.84482327,0
7315,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.2 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,70.0439,1.68541,0,5.56728,0,4.67632,9.99766,0,8.02944,0,0,0,0,0,0,0,77.17415915,0
7316,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:2.05 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,39.4651,60.5349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.44013532,0
7317,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.05 KG. NO HAY ZANGANOS. TIENE POCO MIEL Y MUCHO POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,15.9075,1.37284,0,82.7197,0,0,0,0,0,0,0,0,0,0,0,0,89.62835808,0
7318,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.7 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,5.37926,0.542902,0,10.4712,0,83.6066,0,0,0,0,0,0,0,0,0,0,88.88217951,0
7321,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:0.95 KG. NO HAY ZANGANOS. NO TIENE MIEL TIENE POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,1.89988,0.0202231,0,90.6535,0,0,0,0,7.42639,0,0,0,0,0,0,0,75.86340136,0
7322,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:0.95 KG. NO HAY ZANGANOS. TIENE POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,42.4229,0.565235,0,47.2244,0,0,0,0,0,0,9.78753,0,0,0,0,0,79.82170984,0
7323,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.2 KG.NO HAY ZANGANOS. POCO MIEL Y POLEN.,MEDIO NUBLADO,MEXICAN TRANSECT,0.354595,98.8688,0,0.741994,0,0,0,0,0.0346563,0,0,0,0,0,0,0,98.5560039,0
7324_A,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.15 KG. ALY ZANGANOS. POCO MIEL.,MEDIO NUBLADO,MEXICAN TRANSECT,11.5904,0.0273903,0,88.0986,0.0574697,0,0.201369,0.0162821,0.00855938,0,0,0,0,0,0,0,93.92105154,0
7324_B,,19,1,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,JHZM,NA,PESO:1.15 KG. ALY ZANGANOS. POCO MIEL.,MEDIO NUBLADO,MEXICAN TRANSECT,31.7611,0.137217,0,67.2898,0,0,0.623975,0.0444496,0.143526,0,0,0,0,0,0,0,94.62835732,0
7325,,9,3,1993,JUAM-VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,NA,NA,PESO:1.00 KG. POCO MIEL Y POLEN. NO HAY ZANGANOS.,DESPEJADO,MEXICAN TRANSECT,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.53310583,0
7326_A,,9,3,1993,JUAM-VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,NA,NA,PESO:.500 KG. POCO MIEL Y POLEN. NO HAY ZANGANOS.,DESPEJADO,MEXICAN TRANSECT,59.4375,0.138703,0,16.5396,0,0,0,0,23.8841,0,0,0,0,0,0,0,50.32533429,0
7326_B,,9,3,1993,JUAM-VICT,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,NA,NA,PESO:.500 KG. POCO MIEL Y POLEN. NO HAY ZANGANOS.,DESPEJADO,MEXICAN TRANSECT,30.0034,0.37507,0,0,0,0,0,0,48.0946,0,21.5269,0,0,0,0,0,45.2423885,0
7327,,9,3,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,PESO:.750 KG. MIEL Y POLEN. NO HAY ZANGANOS.,DESPEJADO CON VIENTO,MEXICAN TRANSECT,0,0.068741,0,99.9313,0,0,0,0,0,0,0,0,0,0,0,0,91.52659427,0
7328,,9,3,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,PESO 750KG POCO MIEL POLLEN,DESPEJADO CON VIENTO,MEXICAN TRANSECT,0,0.231268,0,13.8815,0,0,0,0,16.0853,0,69.802,0,0,0,0,0,62.55992679,0
7329,,9,3,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,NO HAY ZANGANOS. PESO 800KG. POCO MIEL Y POLLEN.,DESPEJADO CON VIENTO,MEXICAN TRANSECT,0,3.9638,0,0,0,0,0,0,96.0362,0,0,0,0,0,0,0,48.58343677,0
7330,,3,3,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,PESO 1.650KG POCO MIEL Y POLLEN. MUESTRA EN HIELO.,DESPEJADO CON VIENTO,MEXICAN TRANSECT,46.5187,1.75123,0,51.7301,0,0,0,0,0,0,0,0,0,0,0,0,99.9999999,0
7331,,3,3,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,NO HAY ZANGANOS.PESO 800 KG.,DESPEJADO CON VIENTO,MEXICAN TRANSECT,0,6.57591,0,70.7122,0,0,0,0,22.7118,0,0,0,0,0,0,0,95.14801386,0
7332,,10,3,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,NA,NA,POCO MIEL Y POLLEN. NO HAY ZANGANOS. PESO:1.250 KG. TARA:250 GM.,DESPEJADO,MEXICAN TRANSECT,0,5.57533,0,81.3387,0,0,0,0,13.086,0,0,0,0,0,0,0,69.90189118,0
7333,,10,3,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,NA,NA,NO HAY ZANGANOS. POCO MIEL Y POLEN. PESO:1.200 KG. TARA:250 GM.,DESPEJADO,MEXICAN TRANSECT,0,5.27241,0,24.3173,0,0,0,0,70.4102,0,0,0,0,0,0,0,89.42890203,0
7334,,10,3,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,POCO MIEL Y POCO POLLEN. NO HAY ZANGANOS. PESO:.800 KG. TARA:250 GM.,DESPEJADO,MEXICAN TRANSECT,40.5138,0.21977,0,19.7376,0,0,0,0,4.07951,0,35.4492,0,0,0,0,0,89.82032526,0
7335,,10,3,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,POCO MIEL Y POLEN. NO HAY ZANGANOS.PESO:1.200 KG. TARA:250 GM.,DESPEJADO,MEXICAN TRANSECT,26.3273,1.95995,0,29.3148,0,0,0,0,42.398,0,0,0,0,0,0,0,85.76964334,0
7336,,9,3,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,NA,NA,MUCHA MIEL Y POLLEN. PESO 2.050 KG.,NA,MEXICAN TRANSECT,0,6.21474,0,93.7853,0,0,0,0,0,0,0,0,0,0,0,0,86.982418,0
7338,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,WLR,NA,"VARIOS PANALES CAIDOS, PESO DEL ENJAMBRE NO HAY ZANGANOS, 4 PANALES CAIDOS, PESO:750 GRM TARA 400 GRM",NA,MEXICAN TRANSECT,2.16984,0.0211736,0,97.4118,0,0,0,0,0.132489,0,0.264679,0,0,0,0,0,99.9999999,0
7339,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,DR. RUBINK,NA,"4 PANALES CAIDOS, MIEL Y POLLEN. NO HAY ZANGANOS. 758 G. PESO DEL ENJAMBRE. TARA 400 G.",NA,MEXICAN TRANSECT,3.79687,0.353097,0,86.6745,0,0,0,0,9.17549,0,0,0,0,0,0,0,94.25320001,0
7340,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,DR. RUBINK,NA,"MIEL Y POLEN, NO HAY ZANGANOS.PESO 780gms.EL ENJAMBRE. MENOS TARA 400g",NA,MEXICAN TRANSECT,0,3.70716,0,95.3379,0,0,0,0,0.954967,0,0,0,0,0,0,0,90.072563,0
7341,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,DR. RUBINK,NA,"ENJAMBRE NUEVO, PANAL NUEVO Y CHICO, PESO DEL ENJAMBRE 1.600 G. MENOS TARA 400 G.",NA,MEXICAN TRANSECT,0,0.350518,0,92.6817,0,0,0,0,5.04009,0,1.92774,0,0,0,0,0,84.92150731,0
7342,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,DR. RUBINK,NA,"PRESENCIA DE ZANGANOS,PANALES CAIDOS.750gms PESO DEL ENJAMBRE MENOS 400gms. DE TARA.",NA,MEXICAN TRANSECT,7.22652,0.0672295,0,79.1267,0,0,0,0,13.5796,0,0,0,0,0,0,0,93.73293702,0
7344,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,DR. RUBINK,NA,"PRESENCIA DE ZANGANOS, MIEL Y POLEN PRIMERA GENERACION, TOTAL DE PANALES 7, PESO DE ENJAMBRE 1,100 KG. SOLO SE ENCONTRARON 2 ZANGANOS.",NA,MEXICAN TRANSECT,6.89724,0.0855359,0,93.0172,0,0,0,0,0,0,0,0,0,0,0,0,97.88966924,0
7345,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,DR. RUBINK,NA,"POLEN Y MIEL, NO HAY ZANGANOS, PESO DEL ENJAMBRE 1057 GM. MENOS TARA 400 GM.",NA,MEXICAN TRANSECT,1.24124,0.0690977,0,74.6583,0,0,0,0,24.0314,0,0,0,0,0,0,0,75.73941001,0
7346,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,DR. RUBINK,NA,"PESO DEL ENJAMBRE 1054 G. MENOS TARA 400 G. MIEL Y POLEN, PRESENCIA DE ZANGANOS.",NA,MEXICAN TRANSECT,0,0.276826,0,92.3122,0,0,0,0,1.30382,0,6.10714,0,0,0,0,0,75.69802704,0
7350,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,DR. RUBINK,NA,(750 GMS. +TARA) ZANGANOS PRESENTES.,NA,MEXICAN TRANSECT,4.12804,0.343627,0,48.297,0,3.85538,0,0,43.376,0,0,0,0,0,0,0,55.93780218,0
7352,,20,4,1993,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"DR. RUBINK,RAMIREZ.",NA,"880 GMS. MUCHO CRIA POCA MIEL,POLEN. SIN ZANGANOS.",NA,MEXICAN TRANSECT,17.786,0.219927,0,66.0401,0,0,0,0,9.568,0,6.38601,0,0,0,0,0,86.47852875,0
7353,,20,4,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,ZANGANOS PRESENTES.,NA,MEXICAN TRANSECT,18.8694,1.85211,0,26.2495,0,0,0,0,53.029,0,0,0,0,0,0,0,89.02190601,0
7355,,20,4,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,NO SE PESO-MUCHA MIEL,NA,MEXICAN TRANSECT,11.532,0.559175,0,55.2013,3.10542,0,1.1522,0,25.9667,0,2.48325,0,0,0,0,0,91.89112936,0
7357,,20,4,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,750 GMS. W/TARE,NA,MEXICAN TRANSECT,0.0929412,0.000969443,0,99.9036,0,0,0,0,0.00253368,0,0,0,0,0,0,0,76.81314058,0
7359_B,,20,4,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,1.100 GMS. +TARA. SIN ZANGANO,NA,MEXICAN TRANSECT,0.0123922,0.00221609,0,1.65709,0,0,0,0,98.3283,0,0,0,0,0,0,0,82.62309129,0
7360,,20,4,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,"SIN TORA 250 GMS. 3 CELDAS REALES. MUCHO POLEN, MIEL POCA POSTURA.",NA,MEXICAN TRANSECT,3.17336,0.107896,0,94.7085,0.773242,0,0,0,0.926425,0,0.310543,0,0,0,0,0,89.27956279,0
7361,,20,4,1993,SLM-PESCA,TAMAULIPAS,MEXICO,Soto La Marina region,TAM,23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,"MUCHA MIEL, POLEN ZANGANOS.",NA,MEXICAN TRANSECT,0.789579,0.146703,0,64.1923,2.1401,0,0,0,3.81867,0,28.9127,0,0,0,0,0,85.95972775,0
7362,,21,4,1993,JAUM-VICTORIA,TAMAULIPAS,MEXICO,Jaumave - Ciudad Victoria,TAM,23.408993,-99.383315,"DR. RUBINK,GALVAN",NA,PESO 1047gms. MENOS TARA 400gms. AUSENCIA DE ZANGANOS. NO REINA.,NA,MEXICAN TRANSECT,0,0.00207562,0,0.139954,0,0,0,0,0.015006,0,99.843,0,0,0,0,0,30.13678627,0
7439,,11,4,1995,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,JAMG,BLA",NO,ENJ PEQUEùçO; sin varroa,NA,NA,0,0.00809103,0,97.9249,0,0,0,0,1.973,0,0.0940321,0,0,0,0,0,73.46739261,1
7441,,11,4,1995,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,JAMG,BLA",NO,sin varroa,NA,NA,0,0.0280359,0,32.6,0,67.372,0,0,0,0,0,0,0,0,0,0,88.64381372,1
7445_A,,11,4,1995,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,JAMG,BLA",NO,Sin varroa,NA,NA,0,0.200552,0,99.3174,0,0,0,0,0.482014,0,0,0,0,0,0,0,96.91480463,1
7446_B,,11,4,1995,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,JAMG,BLA",YES,"2 varroas, 270 gms abejas",NA,NA,0,0.221593,0,76.8068,0,0,0,0,22.9716,0,0,0,0,0,0,0,80.20789831,1
7447,,11,4,1995,VICT-SLM,TAMAULIPAS,MEXICO,Ciudad Victoria region,TAM,23.71975,-99.12989,"WLR,JAMG,BLA",NO,ENJ NUEVO;sin varroa,NA,NA,0,0.0771981,0,46.2969,0,0,0,0,53.6259,0,0,0,0,0,0,0,72.06885059,1
