"ID","Drone","Day","Mo","Year","City_original","State","Country","Location.new","Geocluster","Latitude","Longitude","Collector","Varroa","Other_obs","Weather","Beekeeper","PRCP","TMAX","TMIN"
"9498_A","",17,7,1990,"CD-VALLES-EL HIGO RD","VERACRUZ","MEXICO","Rancho Alegre El Higo","VER",21.71922,-98.35339,"RR,BO",NA,"VERY DEFENSIVE NO DRONES 4.5KM",NA,NA,0,96,73
"9498_B","",17,7,1990,"CD-VALLES-EL HIGO RD","VERACRUZ","MEXICO","Rancho Alegre El Higo","VER",21.71922,-98.35339,"RR,BO",NA,"VERY DEFENSIVE NO DRONES 4.5KM",NA,NA,0,96,73
"9508","",18,7,1990,"CAR. TUXPAM-PLAYA-BRE","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"VERY SMALL SWARM NO DRONES KM 31 AT 600M",NA,NA,0,89,74
"9528","",18,7,1990,"CAR. TUXPAM-PLAYA-BRE","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"MILD DOMESTIC APIARY COLONY",NA,NA,0,89,74
"9529","",18,7,1990,"CAR. TUXPAM-PLAYA-BRE","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"VERY LARGE SWARM HONEY NO DRONES 5.1 KM",NA,NA,0,89,74
"9532","",18,7,1990,"CAR. TUXPAM-PLAYA-BRE","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"NEW COLONY AT 9 KM",NA,NA,0,89,74
"9533","",18,7,1990,"CAR. TUXPAM-PLAYA-BRE","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"AT KM 10.2",NA,NA,0,89,74
"9535","",18,7,1990,"BEACH AT TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"LAYING WORKERS SMALL SWARM",NA,NA,0,89,74
"9536","",18,7,1990,"BEACH AT TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"DOMESTIC APIARY COLONY 2",NA,NA,0,89,74
"9538","",18,7,1990,"BEACH AT TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"DOMESTIC APIARY COLONY 4",NA,NA,0,89,74
"9539","",18,7,1990,"BEACH AT TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"DOMESTIC APIARYS COLONY 1",NA,NA,0,89,74
"9541","",18,7,1990,"BEACH AT TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"AGGRESSIVE DOMESTIC APIARY COLONY 6",NA,NA,0,89,74
"9543","",18,7,1990,"CARR-TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"IN CITRUS GROVE NEAR DOMESTIC APIARY ANTS IN TRAP KM 5.8",NA,NA,0,89,74
"9544","",18,7,1990,"CARR-TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"1 OF 2 SWARMS AT THIS SITE 6.8 KM",NA,NA,0,89,74
"9545","",18,7,1990,"CARR-TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,NA,NA,NA,0,89,74
"9530_A","",18,7,1990,"CAR. TUXPAM-PLAYA-BRE","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"NICE COLONY BUT NO DRONES AT 8.2 KM",NA,NA,0,89,74
"9530_B","",18,7,1990,"CAR. TUXPAM-PLAYA-BRE","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"NICE COLONY BUT NO DRONES AT 8.2 KM",NA,NA,0,89,74
"9537_A","",18,7,1990,"BEACH AT TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"DOMESTIC APIARY COLONY 3",NA,NA,0,89,74
"9540_A","",18,7,1990,"BEACH AT TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"DOMESTIC APIARY COLONY 5",NA,NA,0,89,74
"9540_B","",18,7,1990,"BEACH AT TUXPAM","VERACRUZ","MEXICO","Tuxpam region","VER",20.974499,-97.307461,"RR,BO",NA,"DOMESTIC APIARY COLONY 5",NA,NA,0,89,74
"7268","",30,7,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.2 KG. NO HAY ZANGANOS. MIEL Y POLEN.","NUBLADO","MEXICAN TRANSECT",0,89,77
"7269","",30,7,1992,"LA PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"PESO:1.1 KG. NO HAY ZANGANOS, POCO MIEL Y POLEN.","NUBLADO","MEXICAN TRANSECT",0,87,75
"7270","",30,7,1992,"LA PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"PESO:0.95 KG. NO HAY ZANGANOS. POCO MIEL Y POCO POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,87,75
"7271","",30,7,1992,"LA PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"PESO:1.28 KG. HAY ZANGANOS. TIENE MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,87,75
"7272","",30,7,1992,"LA PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"PESO:1.45 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,87,75
"7273","",30,7,1992,"LA PESCA-SLM","TAMAULIPAS","MEXICO","La Pesca region","TAM",23.787763,-97.776215,"JHZM",NA,"PESO:2.3 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,87,75
"7274","",29,8,1992,"VICTORIA A ALTAS C","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:2,210 KG TARA 250 GMS NO HAY ZANGANOS MUCHA MIEL Y POLEN","MEDIO NUBLADO","MEXICAN BAITHIVE TRANSECT",0,96,71
"7275","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.3 KG TARA 250 GMS NO HAY ZANGANOS","despejado","BAIT-HIVE TRANSECT",0,96,71
"7276","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"jhzm",NA,"peso: 0.8 KG TIENE MIEL Y POLEN","DESPEJADO","MEXICAN TRANSECT",0,96,71
"7277","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:.800KG. NO HAY ZANGANOS. POCO MIEL Y POLLEN.","DESPEJADO","MEXICAN TRANSECT",0,96,71
"7278","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:2.25 KG. PRESENCIO DE ZANGANOS. TIENE MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,96,71
"7279","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.05 KG. NO HAY ZANGANOS. MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,96,71
"7280","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.5 KG. NO HAY ZANGANOS. MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,96,71
"7281","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.35 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN","DESPEJADO","MEXICAN TRANSECT",0,96,71
"7283","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:2.45 KG. PRESENCIO DE ZANGANOS. MUCHO MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,96,71
"7284","",29,8,1992,"VICTORIA-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.85 KG. NO HAY ZANGANOS. HAY MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,96,71
"330663","",19,3,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"STATION 1 = MOVED UNIT 70 M N. OF ROAD, N. SIDE OF LARGE OAK NOT VISIBLE FROM ROAD STATION 1 TRAP A = NEW SWARM ONLY ONE PEANUT SIZE COMB. 2LBS= ALL BEES. PEROMYSUS NEST STATION 2 = REPLACE BUCKETS AND LID NE",NA,NA,0,88,NA
"330707","",15,4,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,"NO","STATION 2 TRAP A = NO ""VJ"" ON BAG. 2 IN LAB TO SHAKE. TRAP B = QUEEN NOT FOUND IN FIELD. 2 ETOH IN LAD FOR SHAKING. NO ""VJ"" ON BAG. Q IN ETOH STATION 3 TRAP A = NO varroa ON BAG. 2 ETOH FOR",NA,NA,0,82,67
"330709","",15,4,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,"NO","STATION 2 TRAP A = NO ""VJ"" ON BAG. 2 IN LAB TO SHAKE. TRAP B = QUEEN NOT FOUND IN FIELD. 2 ETOH IN LAD FOR SHAKING. NO ""VJ"" ON BAG. Q IN ETOH STATION 3 TRAP A = NO varroa ON BAG. 2 ETOH FOR",NA,NA,0,82,67
"330710","",15,4,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,"NO","STATION 2 TRAP A = NO ""VJ"" ON BAG. 2 IN LAB TO SHAKE. TRAP B = QUEEN NOT FOUND IN FIELD. 2 ETOH IN LAD FOR SHAKING. NO ""VJ"" ON BAG. Q IN ETOH STATION 3 TRAP A = NO varroa ON BAG. 2 ETOH FOR",NA,NA,0,82,67
"130711","",16,4,1992,"ARANSAS","TEXAS","USA","Aransas wildlife park","WEL",28.2439,-96.88568,NA,NA,"EXTERIOR COLONY ON ""B"" WITH OVERFLOW OR INITIALIZED COMBS AND SOME BEES IN BOTH (INTERIOR) B & A BUCKETS. THIS IS UNUSUAL. (NOT REISIDUALS- NO SWARMS HERE LAST MONTH: NO SIGN OF QUEEN OR BROOD STATION 3 TRAP B = EXTERIOR COLONY. SMALL S",NA,NA,0,83,68
"130712","",16,4,1992,"ARANSAS","TEXAS","USA","Aransas wildlife park","WEL",28.2439,-96.88568,NA,NA,"EXTERIOR COLONY ON ""B"" WITH OVERFLOW OR INITIALIZED COMBS AND SOME BEES IN BOTH (INTERIOR) B & A BUCKETS. THIS IS UNUSUAL. (NOT REISIDUALS- NO SWARMS HERE LAST MONTH: NO SIGN OF QUEEN OR BROOD STATION 3 TRAP B = EXTERIOR COLONY. SMALL S",NA,NA,0,83,68
"130713_B","",16,4,1992,"ARANSAS","TEXAS","USA","Aransas wildlife park","WEL",28.2439,-96.88568,NA,NA,"EXTERIOR COLONY ON ""B"" WITH OVERFLOW OR INITIALIZED COMBS AND SOME BEES IN BOTH (INTERIOR) B & A BUCKETS. THIS IS UNUSUAL. (NOT REISIDUALS- NO SWARMS HERE LAST MONTH: NO SIGN OF QUEEN OR BROOD STATION 3 TRAP B = EXTERIOR COLONY. SMALL S",NA,NA,0,83,68
"130774","",13,5,1992,"ARANSAS","TEXAS","USA","Aransas wildlife park","WEL",28.2439,-96.88568,NA,NA,"STATION 3 TRAP A = 25 ETOH. STATION 7 BOTH TRAPS = 25 ETOH STATION 4 TRAP H = ANTS STATION 5 TRAP A = ANTS (BLACK AND RED) ******BEHAVIOR TEST NOTE***** STATION 3 TRAP A = NOT DONE. TOO LATE. STATION 7 TRAPS A AND B = NOT DONE TOO LAT",NA,NA,0,88,71
"330768","",13,5,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"STATION 1 TRAP A = 2 BLACK SCARABS. APPROX.20 RESIDUAL BEES. STATION 2 TRAP H = 25 ETOH TRAP B = ONLY ONE SMALL COMB. CELL SIZES SUSPECT. 2 BAGS 25 ETOH. STATION 3 TRAP A = 25 ETOH STAT",NA,NA,0,88,71
"330769","",13,5,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"STATION 1 TRAP A = 2 BLACK SCARABS. APPROX.20 RESIDUAL BEES. STATION 2 TRAP H = 25 ETOH TRAP B = ONLY ONE SMALL COMB. CELL SIZES SUSPECT. 2 BAGS 25 ETOH. STATION 3 TRAP A = 25 ETOH STAT",NA,NA,0,88,71
"330770","",13,5,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"STATION 1 TRAP A = 2 BLACK SCARABS. APPROX.20 RESIDUAL BEES. STATION 2 TRAP H = 25 ETOH TRAP B = ONLY ONE SMALL COMB. CELL SIZES SUSPECT. 2 BAGS 25 ETOH. STATION 3 TRAP A = 25 ETOH STAT",NA,NA,0,88,71
"130773_A","",13,5,1992,"ARANSAS","TEXAS","USA","Aransas wildlife park","WEL",28.2439,-96.88568,NA,NA,"STATION 3 TRAP A = 25 ETOH. STATION 7 BOTH TRAPS = 25 ETOH STATION 4 TRAP H = ANTS STATION 5 TRAP A = ANTS (BLACK AND RED) ******BEHAVIOR TEST NOTE***** STATION 3 TRAP A = NOT DONE. TOO LATE. STATION 7 TRAPS A AND B = NOT DONE TOO LAT",NA,NA,0,88,71
"130773_B","",13,5,1992,"ARANSAS","TEXAS","USA","Aransas wildlife park","WEL",28.2439,-96.88568,NA,NA,"STATION 3 TRAP A = 25 ETOH. STATION 7 BOTH TRAPS = 25 ETOH STATION 4 TRAP H = ANTS STATION 5 TRAP A = ANTS (BLACK AND RED) ******BEHAVIOR TEST NOTE***** STATION 3 TRAP A = NOT DONE. TOO LATE. STATION 7 TRAPS A AND B = NOT DONE TOO LAT",NA,NA,0,88,71
"330771_A","",13,5,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"STATION 1 TRAP A = 2 BLACK SCARABS. APPROX.20 RESIDUAL BEES. STATION 2 TRAP H = 25 ETOH TRAP B = ONLY ONE SMALL COMB. CELL SIZES SUSPECT. 2 BAGS 25 ETOH. STATION 3 TRAP A = 25 ETOH STAT",NA,NA,0,88,71
"330971","",27,6,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"STATION 1 TRAP B = MUCH COMB, FALLEN OLD WITH EMERGING BROOD. TRAP A = 7 LARGE ROUND COMBS AND SEVERAL ODD SHAPED PIECES ATTACHED TO LID. 1 WHOLE PAN FULL OF RIPE HONEY! MESSY SWARM STAT",NA,NA,0,93,74
"330974","",27,6,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"STATION 1 TRAP B = MUCH COMB, FALLEN OLD WITH EMERGING BROOD. TRAP A = 7 LARGE ROUND COMBS AND SEVERAL ODD SHAPED PIECES ATTACHED TO LID. 1 WHOLE PAN FULL OF RIPE HONEY! MESSY SWARM STAT",NA,NA,0,93,74
"330973","",28,6,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"EAS, KRW",NA,"HONEY BOUND. NO EGGS. MOSTLY CAPPED HONEY. NO BROOD. QUEEN NOT FOUND. TRAP ON GROUND BRANCH BROKE.",NA,NA,0,91,71
"338347","",NA,NA,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,45.91,78.9,61.1
"338360","",NA,NA,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,45.91,78.9,61.1
"338391","",NA,NA,1992,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,45.91,78.9,61.1
"331251","",28,1,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"MANAGED COLONY SAMPLE WORKER ONLY.",NA,NA,0.08,68,54
"331011_A","",26,8,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"WLR, AC, RG",NA,"DR. J TEER'S MANAGED COLONIES 1011 COLONY SAMPLED WHILE STILL AT BIG CAKE LOCATION.",NA,NA,0.31,83,75
"331004","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331009","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331012","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331013","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331018","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331019","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331020","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338451","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338457","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338458","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338466","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338467","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338470","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338471","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338477","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338479","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338480","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338481","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338483","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338485","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338486","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338488","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338489","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338490","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338491","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338492","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338493","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338494","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338495","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338496","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338497","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338498","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338499","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338500","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338501","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338502","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"338503","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331005_B","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331006_A","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331007_A","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331007_B","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331014_B","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331016_A","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"331016_B","",NA,NA,1993,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,40.16,79,60.1
"333008","",22,3,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK",NA,"COLONY I.D.7 MODERATE ADDED SUGAR MORE TRAP.",NA,NA,0.07,79,60
"332003","",27,4,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK, CAVAZOS","NO","NO varroa. MOVED TRAP TO ONE SIDE TO AVOID RESIDUAL BEES.",NA,NA,NA,82,74
"332004","",27,4,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK, CAVAZOS","NO","NO varroa. MOVED TRAP TO ONE SIDE TO AVOID RESIDUAL BEES. EXPOSED COLONY.",NA,NA,NA,82,74
"332005","",27,4,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK, CAVAZOS","NO","NO varroa. MOVED TRAP TO ONE SIDE TO AVOID RESIDUAL BEES.",NA,NA,NA,82,74
"332006","",27,4,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK, CAVAZOS","NO","NO varroa. MOVED TRAP TO ONE SIDE TO AVOID RESIDUAL BEES.",NA,NA,NA,82,74
"332007","",27,4,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK, CAVAZOS","NO","NO varroa.",NA,NA,NA,82,74
"332012","",27,4,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK, CAVAZOS","NO","NO varroa. NO WEIGHT. TRAP MOVED TO AVOID RESIDUALS.",NA,NA,NA,82,74
"332010_A","",27,4,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK, CAVAZOS","YES",NA,NA,NA,NA,82,74
"332014","",18,5,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,NA,88,69
"332015","",18,5,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,NA,88,69
"332016","",18,5,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,NA,88,69
"332013_A","",18,5,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"LAYING WORKERS NO QUEEN, MULTIPLE EGGS, & COLONY PRETTY GOOD SIZED.",NA,NA,NA,88,69
"332018","",28,6,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,"NO","NO varroa. EXPOSED COLONY.",NA,NA,0,96,77
"332019","",28,6,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,0,96,77
"332020","",28,6,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,"NO","NO varroa.",NA,NA,0,96,77
